code_module,code_presentation,id_student,total_days_studied
DDD,2014B,473406,8
DDD,2014B,474153,69
DDD,2014B,474451,49
DDD,2014B,477063,10
DDD,2014B,477180,3
DDD,2014B,479649,10
DDD,2014B,480956,33
DDD,2014B,481863,32
DDD,2014B,484130,18
DDD,2014B,484213,19
DDD,2014B,484305,8
DDD,2014B,484762,26
DDD,2014B,485219,18
DDD,2014B,485306,3
DDD,2014B,486022,58
DDD,2014B,488550,13
DDD,2014B,489507,24
DDD,2014B,490164,5
DDD,2014B,491036,30
DDD,2014B,492095,33
DDD,2014B,492537,17
DDD,2014B,493055,28
DDD,2014B,493296,27
DDD,2014B,493434,31
DDD,2014B,493879,32
DDD,2014B,493984,1
DDD,2014B,494329,30
DDD,2014B,496085,14
DDD,2014B,497206,8
DDD,2014B,497405,7
DDD,2014B,498363,23
DDD,2014B,498582,36
DDD,2014B,498793,56
DDD,2014B,498905,35
DDD,2014B,498980,15
DDD,2014B,501123,10
DDD,2014B,501487,46
DDD,2014B,501723,12
DDD,2014B,501890,4
DDD,2014B,502004,45
DDD,2014B,502057,78
DDD,2014B,502161,17
DDD,2014B,502207,21
DDD,2014B,505561,61
DDD,2014B,505815,22
DDD,2014B,505854,43
DDD,2014B,507812,10
DDD,2014B,508446,25
DDD,2014B,508594,61
DDD,2014B,508872,13
DDD,2014B,509417,1
DDD,2014B,511890,51
DDD,2014B,513415,8
DDD,2014B,513687,70
DDD,2014B,513957,15
DDD,2014B,514277,7
DDD,2014B,515161,6
DDD,2014B,515331,14
DDD,2014B,516318,5
DDD,2014B,517864,56
DDD,2014B,518265,1
DDD,2014B,518330,1
DDD,2014B,520349,26
DDD,2014B,520962,60
DDD,2014B,521249,1
DDD,2014B,522129,8
DDD,2014B,522205,26
DDD,2014B,522363,27
DDD,2014B,522840,30
DDD,2014B,523583,3
DDD,2014B,523857,50
DDD,2014B,523978,41
DDD,2014B,524109,11
DDD,2014B,524137,29
DDD,2014B,525412,33
DDD,2014B,525635,26
DDD,2014B,526175,14
DDD,2014B,527242,93
DDD,2014B,527323,13
DDD,2014B,528330,1
DDD,2014B,528699,43
DDD,2014B,528822,2
DDD,2014B,529190,65
DDD,2014B,531069,8
DDD,2014B,531234,47
DDD,2014B,531243,13
DDD,2014B,531340,10
DDD,2014B,532194,87
DDD,2014B,533012,8
DDD,2014B,534201,25
DDD,2014B,536941,65
DDD,2014B,536999,10
DDD,2014B,537756,19
DDD,2014B,539060,31
DDD,2014B,539186,10
DDD,2014B,539451,16
DDD,2014B,539588,19
DDD,2014B,539872,23
DDD,2014B,540758,48
DDD,2014B,541000,38
DDD,2014B,541765,31
DDD,2014B,543361,15
DDD,2014B,543789,63
DDD,2014B,543976,83
DDD,2014B,544499,9
DDD,2014B,544587,52
DDD,2014B,545387,9
DDD,2014B,546025,18
DDD,2014B,546040,9
DDD,2014B,546299,20
DDD,2014B,546403,30
DDD,2014B,546584,73
DDD,2014B,546654,65
DDD,2014B,547629,32
DDD,2014B,547786,28
DDD,2014B,547816,1
DDD,2014B,548292,55
DDD,2014B,548371,6
DDD,2014B,548500,44
DDD,2014B,549160,18
DDD,2014B,550046,32
DDD,2014B,550638,47
DDD,2014B,550893,16
DDD,2014B,551109,12
DDD,2014B,551171,26
DDD,2014B,551340,4
DDD,2014B,551427,17
DDD,2014B,551814,32
DDD,2014B,552003,78
DDD,2014B,552255,20
DDD,2014B,552908,31
DDD,2014B,554065,45
DDD,2014B,554444,15
DDD,2014B,554585,7
DDD,2014B,554588,3
DDD,2014B,554712,24
DDD,2014B,555132,12
DDD,2014B,555137,5
DDD,2014B,555408,27
DDD,2014B,555446,19
DDD,2014B,556007,9
DDD,2014B,556057,38
DDD,2014B,556170,5
DDD,2014B,556171,13
DDD,2014B,556370,8
DDD,2014B,556374,28
DDD,2014B,556416,75
DDD,2014B,557404,49
DDD,2014B,558029,70
DDD,2014B,558292,27
DDD,2014B,558629,66
DDD,2014B,558705,17
DDD,2014B,559328,24
DDD,2014B,559872,15
DDD,2014B,560944,42
DDD,2014B,561503,48
DDD,2014B,561906,11
DDD,2014B,561913,74
DDD,2014B,562112,20
DDD,2014B,562248,22
DDD,2014B,562632,50
DDD,2014B,562708,65
DDD,2014B,562929,36
DDD,2014B,563081,65
DDD,2014B,563631,7
DDD,2014B,563763,34
DDD,2014B,564081,31
DDD,2014B,564643,10
DDD,2014B,564712,27
DDD,2014B,564970,3
DDD,2014B,565158,27
DDD,2014B,565840,20
DDD,2014B,565851,7
DDD,2014B,566240,39
DDD,2014B,566652,21
DDD,2014B,566694,71
DDD,2014B,566788,23
DDD,2014B,567595,77
DDD,2014B,567808,35
DDD,2014B,567896,10
DDD,2014B,568631,29
DDD,2014B,568686,44
DDD,2014B,569084,37
DDD,2014B,569706,14
DDD,2014B,569944,95
DDD,2014B,570049,77
DDD,2014B,570215,65
DDD,2014B,571000,24
DDD,2014B,571008,11
DDD,2014B,571292,31
DDD,2014B,571397,88
DDD,2014B,572043,2
DDD,2014B,572235,6
DDD,2014B,572414,6
DDD,2014B,572924,78
DDD,2014B,573126,36
DDD,2014B,573235,7
DDD,2014B,574190,19
DDD,2014B,574590,51
DDD,2014B,574909,103
DDD,2014B,575603,37
DDD,2014B,575773,1
DDD,2014B,575792,25
DDD,2014B,576041,83
DDD,2014B,576350,4
DDD,2014B,576584,45
DDD,2014B,576827,12
DDD,2014B,577954,65
DDD,2014B,578031,28
DDD,2014B,578595,46
DDD,2014B,578815,19
DDD,2014B,579134,40
DDD,2014B,579178,22
DDD,2014B,579711,21
DDD,2014B,580912,33
DDD,2014B,581648,43
DDD,2014B,581909,1
DDD,2014B,582479,55
DDD,2014B,582920,1
DDD,2014B,583053,68
DDD,2014B,583713,76
DDD,2014B,583775,21
DDD,2014B,584077,18
DDD,2014B,584082,15
DDD,2014B,584089,3
DDD,2014B,584660,32
DDD,2014B,585372,31
DDD,2014B,585830,85
DDD,2014B,586347,55
DDD,2014B,586369,37
DDD,2014B,586537,14
DDD,2014B,586876,61
DDD,2014B,586946,16
DDD,2014B,587403,14
DDD,2014B,587576,12
DDD,2014B,587633,4
DDD,2014B,588059,3
DDD,2014B,588182,40
DDD,2014B,588198,45
DDD,2014B,588397,27
DDD,2014B,588749,14
DDD,2014B,588752,40
DDD,2014B,589569,46
DDD,2014B,589963,53
DDD,2014B,590410,63
DDD,2014B,590504,2
DDD,2014B,590541,76
DDD,2014B,590680,34
DDD,2014B,591448,46
DDD,2014B,591654,2
DDD,2014B,592220,18
DDD,2014B,592465,38
DDD,2014B,593607,27
DDD,2014B,593657,66
DDD,2014B,594078,50
DDD,2014B,594407,1
DDD,2014B,595193,65
DDD,2014B,595342,52
DDD,2014B,595373,31
DDD,2014B,596439,94
DDD,2014B,596465,53
DDD,2014B,596906,14
DDD,2014B,597242,20
DDD,2014B,597356,40
DDD,2014B,597839,56
DDD,2014B,598102,86
DDD,2014B,598179,28
DDD,2014B,598750,70
DDD,2014B,599134,58
DDD,2014B,599649,13
DDD,2014B,599789,29
DDD,2014B,600130,14
DDD,2014B,600670,37
DDD,2014B,600767,56
DDD,2014B,600891,57
DDD,2014B,601082,48
DDD,2014B,601093,39
DDD,2014B,601270,4
DDD,2014B,601329,21
DDD,2014B,601652,37
DDD,2014B,601956,30
DDD,2014B,602228,26
DDD,2014B,602365,28
DDD,2014B,602454,24
DDD,2014B,602533,29
DDD,2014B,603302,66
DDD,2014B,603559,2
DDD,2014B,603690,71
DDD,2014B,604027,2
DDD,2014B,604704,27
DDD,2014B,604905,40
DDD,2014B,605131,2
DDD,2014B,605596,33
DDD,2014B,605652,16
DDD,2014B,605695,29
DDD,2014B,605759,30
DDD,2014B,605781,46
DDD,2014B,605890,11
DDD,2014B,606802,23
DDD,2014B,606884,57
DDD,2014B,606905,4
DDD,2014B,607063,3
DDD,2014B,607130,92
DDD,2014B,607462,25
DDD,2014B,607572,46
DDD,2014B,607705,5
DDD,2014B,607939,28
DDD,2014B,608322,46
DDD,2014B,608487,34
DDD,2014B,608724,19
DDD,2014B,608772,55
DDD,2014B,609019,43
DDD,2014B,609089,8
DDD,2014B,609194,35
DDD,2014B,609265,83
DDD,2014B,609354,59
DDD,2014B,609570,24
DDD,2014B,609573,75
DDD,2014B,609681,9
DDD,2014B,609708,5
DDD,2014B,609852,88
DDD,2014B,609946,9
DDD,2014B,610170,2
DDD,2014B,610228,52
DDD,2014B,610261,2
DDD,2014B,610285,32
DDD,2014B,610326,38
DDD,2014B,610515,26
DDD,2014B,610609,2
DDD,2014B,610931,99
DDD,2014B,611377,33
DDD,2014B,611493,18
DDD,2014B,611520,28
DDD,2014B,611735,22
DDD,2014B,611800,2
DDD,2014B,611845,35
DDD,2014B,611865,3
DDD,2014B,611879,15
DDD,2014B,611910,58
DDD,2014B,611983,27
DDD,2014B,612000,59
DDD,2014B,612026,6
DDD,2014B,612136,78
DDD,2014B,612283,31
DDD,2014B,612326,46
DDD,2014B,612439,30
DDD,2014B,612443,37
DDD,2014B,612563,18
DDD,2014B,612625,28
DDD,2014B,612669,56
DDD,2014B,612822,33
DDD,2014B,612935,13
DDD,2014B,613063,15
DDD,2014B,613105,6
DDD,2014B,613107,76
DDD,2014B,613313,37
DDD,2014B,613370,39
DDD,2014B,613466,53
DDD,2014B,613667,70
DDD,2014B,613834,61
DDD,2014B,613876,46
DDD,2014B,614025,20
DDD,2014B,614074,83
DDD,2014B,614176,37
DDD,2014B,614217,88
DDD,2014B,614241,25
DDD,2014B,614265,74
DDD,2014B,614406,46
DDD,2014B,614471,59
DDD,2014B,614633,19
DDD,2014B,614649,11
DDD,2014B,614650,29
DDD,2014B,614804,39
DDD,2014B,614808,17
DDD,2014B,614930,23
DDD,2014B,614949,54
DDD,2014B,615075,35
DDD,2014B,615184,32
DDD,2014B,615438,18
DDD,2014B,616166,4
DDD,2014B,616334,45
DDD,2014B,616542,56
DDD,2014B,616658,78
DDD,2014B,616684,6
DDD,2014B,616862,19
DDD,2014B,616870,30
DDD,2014B,616952,44
DDD,2014B,617265,18
DDD,2014B,617327,28
DDD,2014B,617350,8
DDD,2014B,617401,4
DDD,2014B,617442,72
DDD,2014B,617619,80
DDD,2014B,617699,88
DDD,2014B,617771,9
DDD,2014B,617781,37
DDD,2014B,617801,65
DDD,2014B,617880,26
DDD,2014B,617897,11
DDD,2014B,618131,8
DDD,2014B,618171,37
DDD,2014B,618295,62
DDD,2014B,618377,26
DDD,2014B,618649,55
DDD,2014B,618675,26
DDD,2014B,618682,14
DDD,2014B,618683,56
DDD,2014B,618696,23
DDD,2014B,618845,64
DDD,2014B,618913,1
DDD,2014B,618937,69
DDD,2014B,618940,45
DDD,2014B,618963,13
DDD,2014B,618968,16
DDD,2014B,618998,7
DDD,2014B,619015,2
DDD,2014B,619297,62
DDD,2014B,619359,33
DDD,2014B,619382,17
DDD,2014B,619403,54
DDD,2014B,619851,19
DDD,2014B,619939,2
DDD,2014B,619964,19
DDD,2014B,620060,32
DDD,2014B,620102,46
DDD,2014B,620106,1
DDD,2014B,620159,30
DDD,2014B,620231,33
DDD,2014B,620243,16
DDD,2014B,620337,56
DDD,2014B,620393,27
DDD,2014B,620437,91
DDD,2014B,620608,69
DDD,2014B,620630,78
DDD,2014B,620658,36
DDD,2014B,620734,62
DDD,2014B,620793,3
DDD,2014B,620820,26
DDD,2014B,620892,24
DDD,2014B,620925,5
DDD,2014B,620951,10
DDD,2014B,620974,20
DDD,2014B,621004,24
DDD,2014B,621010,65
DDD,2014B,621300,37
DDD,2014B,621352,53
DDD,2014B,621384,6
DDD,2014B,621442,8
DDD,2014B,621457,106
DDD,2014B,621615,85
DDD,2014B,621659,50
DDD,2014B,621675,1
DDD,2014B,621699,52
DDD,2014B,621883,79
DDD,2014B,621908,22
DDD,2014B,622086,27
DDD,2014B,622175,78
DDD,2014B,622192,34
DDD,2014B,622199,2
DDD,2014B,622207,4
DDD,2014B,622215,14
DDD,2014B,622225,27
DDD,2014B,622281,4
DDD,2014B,622413,22
DDD,2014B,622435,53
DDD,2014B,622499,33
DDD,2014B,622541,55
DDD,2014B,622571,22
DDD,2014B,622614,24
DDD,2014B,622630,6
DDD,2014B,622657,32
DDD,2014B,622672,4
DDD,2014B,622724,43
DDD,2014B,622764,53
DDD,2014B,622790,41
DDD,2014B,622792,6
DDD,2014B,622844,38
DDD,2014B,622851,11
DDD,2014B,622873,9
DDD,2014B,622900,14
DDD,2014B,623008,16
DDD,2014B,623015,6
DDD,2014B,623052,100
DDD,2014B,623073,84
DDD,2014B,623099,9
DDD,2014B,623164,80
DDD,2014B,623210,29
DDD,2014B,623257,30
DDD,2014B,623332,2
DDD,2014B,623347,31
DDD,2014B,623514,51
DDD,2014B,623541,66
DDD,2014B,623585,61
DDD,2014B,623740,25
DDD,2014B,623815,95
DDD,2014B,623826,43
DDD,2014B,623829,18
DDD,2014B,623834,9
DDD,2014B,623917,71
DDD,2014B,623931,24
DDD,2014B,623932,43
DDD,2014B,624007,38
DDD,2014B,624052,86
DDD,2014B,624068,1
DDD,2014B,624077,35
DDD,2014B,624078,43
DDD,2014B,624093,13
DDD,2014B,624105,15
DDD,2014B,624156,45
DDD,2014B,624358,63
DDD,2014B,624407,26
DDD,2014B,624476,29
DDD,2014B,624493,69
DDD,2014B,624570,59
DDD,2014B,624585,41
DDD,2014B,624610,79
DDD,2014B,624651,7
DDD,2014B,624730,13
DDD,2014B,624789,99
DDD,2014B,624804,44
DDD,2014B,624829,29
DDD,2014B,624839,89
DDD,2014B,624881,53
DDD,2014B,624921,23
DDD,2014B,624927,30
DDD,2014B,624944,20
DDD,2014B,625035,85
DDD,2014B,625080,18
DDD,2014B,625098,18
DDD,2014B,625218,99
DDD,2014B,625263,34
DDD,2014B,625427,71
DDD,2014B,625613,2
DDD,2014B,625615,15
DDD,2014B,625714,20
DDD,2014B,625748,52
DDD,2014B,625864,44
DDD,2014B,625874,23
DDD,2014B,625902,22
DDD,2014B,625983,29
DDD,2014B,626018,49
DDD,2014B,626040,23
DDD,2014B,626049,18
DDD,2014B,626061,27
DDD,2014B,626114,83
DDD,2014B,626146,52
DDD,2014B,626172,37
DDD,2014B,626192,44
DDD,2014B,626217,34
DDD,2014B,626238,69
DDD,2014B,626321,9
DDD,2014B,626348,54
DDD,2014B,626405,52
DDD,2014B,626417,38
DDD,2014B,626450,59
DDD,2014B,626546,22
DDD,2014B,626551,66
DDD,2014B,626556,16
DDD,2014B,626607,70
DDD,2014B,626679,62
DDD,2014B,626723,29
DDD,2014B,626798,5
DDD,2014B,626852,30
DDD,2014B,626885,77
DDD,2014B,626889,32
DDD,2014B,626930,17
DDD,2014B,626979,32
DDD,2014B,627021,11
DDD,2014B,627071,49
DDD,2014B,627100,42
DDD,2014B,627173,17
DDD,2014B,627184,42
DDD,2014B,627276,50
DDD,2014B,627322,58
DDD,2014B,627333,1
DDD,2014B,627367,40
DDD,2014B,627370,2
DDD,2014B,627397,29
DDD,2014B,627416,40
DDD,2014B,627536,23
DDD,2014B,627581,49
DDD,2014B,627616,11
DDD,2014B,627638,58
DDD,2014B,627655,10
DDD,2014B,627772,23
DDD,2014B,627879,45
DDD,2014B,627882,89
DDD,2014B,627891,13
DDD,2014B,627924,24
DDD,2014B,628008,56
DDD,2014B,628099,42
DDD,2014B,628216,50
DDD,2014B,628246,25
DDD,2014B,628262,9
DDD,2014B,628333,37
DDD,2014B,628347,34
DDD,2014B,628376,36
DDD,2014B,628386,55
DDD,2014B,628502,53
DDD,2014B,628575,30
DDD,2014B,628642,40
DDD,2014B,628806,88
DDD,2014B,628835,60
DDD,2014B,628841,4
DDD,2014B,628875,53
DDD,2014B,628915,92
DDD,2014B,628947,9
DDD,2014B,628956,52
DDD,2014B,629000,30
DDD,2014B,629039,20
DDD,2014B,629055,29
DDD,2014B,629316,32
DDD,2014B,629405,56
DDD,2014B,629452,87
DDD,2014B,629454,23
DDD,2014B,629632,84
DDD,2014B,629696,41
DDD,2014B,629699,41
DDD,2014B,629702,10
DDD,2014B,629706,11
DDD,2014B,629710,64
DDD,2014B,629725,37
DDD,2014B,629773,25
DDD,2014B,629822,28
DDD,2014B,629876,33
DDD,2014B,629877,81
DDD,2014B,629898,65
DDD,2014B,629921,44
DDD,2014B,629955,3
DDD,2014B,630009,10
DDD,2014B,630073,61
DDD,2014B,630137,78
DDD,2014B,630152,20
DDD,2014B,630178,32
DDD,2014B,630195,24
DDD,2014B,630200,25
DDD,2014B,630301,43
DDD,2014B,630359,10
DDD,2014B,630401,47
DDD,2014B,630432,37
DDD,2014B,630531,2
DDD,2014B,630556,5
DDD,2014B,630596,72
DDD,2014B,630613,52
DDD,2014B,630774,35
DDD,2014B,630818,62
DDD,2014B,630935,68
DDD,2014B,630939,1
DDD,2014B,630948,51
DDD,2014B,631029,29
DDD,2014B,631131,48
DDD,2014B,631207,38
DDD,2014B,631240,42
DDD,2014B,631257,10
DDD,2014B,631299,16
DDD,2014B,631322,63
DDD,2014B,631355,41
DDD,2014B,631388,42
DDD,2014B,631439,55
DDD,2014B,631513,38
DDD,2014B,631514,70
DDD,2014B,631527,31
DDD,2014B,631569,37
DDD,2014B,631600,2
DDD,2014B,631623,18
DDD,2014B,631639,25
DDD,2014B,631670,63
DDD,2014B,631749,21
DDD,2014B,631771,32
DDD,2014B,631813,25
DDD,2014B,631846,37
DDD,2014B,631851,87
DDD,2014B,631945,25
DDD,2014B,632115,16
DDD,2014B,632125,92
DDD,2014B,632195,56
DDD,2014B,632205,51
DDD,2014B,632215,82
DDD,2014B,632305,17
DDD,2014B,632314,47
DDD,2014B,632463,66
DDD,2014B,632469,10
DDD,2014B,632473,3
DDD,2014B,632482,12
DDD,2014B,632486,25
DDD,2014B,632504,4
DDD,2014B,632551,47
DDD,2014B,632680,35
DDD,2014B,632725,14
DDD,2014B,632741,93
DDD,2014B,632790,31
DDD,2014B,632793,72
DDD,2014B,632814,21
DDD,2014B,632845,78
DDD,2014B,632856,36
DDD,2014B,632898,21
DDD,2014B,633008,46
DDD,2014B,633214,32
DDD,2014B,633273,79
DDD,2014B,633325,33
DDD,2014B,633331,27
DDD,2014B,633341,31
DDD,2014B,633355,46
DDD,2014B,633368,32
DDD,2014B,633384,22
DDD,2014B,633467,54
DDD,2014B,633477,11
DDD,2014B,633510,9
DDD,2014B,633591,72
DDD,2014B,633618,3
DDD,2014B,633763,67
DDD,2014B,633764,37
DDD,2014B,633771,9
DDD,2014B,633864,66
DDD,2014B,633921,56
DDD,2014B,633960,51
DDD,2014B,634094,33
DDD,2014B,634106,54
DDD,2014B,634107,27
DDD,2014B,634108,4
DDD,2014B,634178,51
DDD,2014B,634246,33
DDD,2014B,634278,16
DDD,2014B,634295,7
DDD,2014B,634313,9
DDD,2014B,634351,16
DDD,2014B,634360,62
DDD,2014B,634383,60
DDD,2014B,634397,51
DDD,2014B,634420,30
DDD,2014B,634508,84
DDD,2014B,634596,59
DDD,2014B,634648,39
DDD,2014B,634681,46
DDD,2014B,634816,3
DDD,2014B,634824,41
DDD,2014B,634905,62
DDD,2014B,634909,11
DDD,2014B,635058,80
DDD,2014B,635100,28
DDD,2014B,635141,74
DDD,2014B,669530,33
DDD,2014B,879295,14
DDD,2014B,909056,60
DDD,2014B,963176,42
DDD,2014B,997948,6
DDD,2014B,1031884,42
DDD,2014B,1033968,10
DDD,2014B,1049036,55
DDD,2014B,1175060,1
DDD,2014B,1332356,40
DDD,2014B,1531649,42
DDD,2014B,1549107,57
DDD,2014B,1552044,43
DDD,2014B,1554143,29
DDD,2014B,1591864,57
DDD,2014B,1592048,62
DDD,2014B,1612600,100
DDD,2014B,1624025,49
DDD,2014B,1668372,36
DDD,2014B,1671208,48
DDD,2014B,1671761,62
DDD,2014B,1671811,48
DDD,2014B,1735651,74
DDD,2014B,1735653,9
DDD,2014B,1763186,77
DDD,2014B,1767786,20
DDD,2014B,1777223,56
DDD,2014B,1804143,39
DDD,2014B,1826729,16
DDD,2014B,1843355,35
DDD,2014B,1874160,43
DDD,2014B,1903131,2
DDD,2014B,1916140,74
DDD,2014B,1939179,100
DDD,2014B,1945434,27
DDD,2014B,1951727,80
DDD,2014B,1962854,15
DDD,2014B,1981053,14
DDD,2014B,1986370,82
DDD,2014B,1994454,13
DDD,2014B,2001102,39
DDD,2014B,2002727,5
DDD,2014B,2043916,3
DDD,2014B,2046628,27
DDD,2014B,2077023,25
DDD,2014B,2080340,51
DDD,2014B,2087698,75
DDD,2014B,2091387,65
DDD,2014B,2109013,12
DDD,2014B,2110039,14
DDD,2014B,2151748,31
DDD,2014B,2162388,20
DDD,2014B,2172136,66
DDD,2014B,2173688,17
DDD,2014B,2188469,18
DDD,2014B,2210989,35
DDD,2014B,2228206,46
DDD,2014B,2231018,73
DDD,2014B,2261142,63
DDD,2014B,2265935,55
DDD,2014B,2266889,35
DDD,2014B,2301511,62
DDD,2014B,2305237,35
DDD,2014B,2305957,4
DDD,2014B,2306519,21
DDD,2014B,2312809,25
DDD,2014B,2333244,80
DDD,2014B,2336922,48
DDD,2014B,2343809,27
DDD,2014B,2348961,22
DDD,2014B,2352039,32
DDD,2014B,2356318,20
DDD,2014B,2357168,10
DDD,2014B,2366701,3
DDD,2014B,2371311,5
DDD,2014B,2394090,39
DDD,2014B,2399951,32
DDD,2014B,2411981,38
DDD,2014B,2414973,12
DDD,2014B,2415480,65
DDD,2014B,2416424,72
DDD,2014B,2416501,88
DDD,2014B,2436400,74
DDD,2014B,2444109,12
DDD,2014B,2446778,8
DDD,2014B,2450600,87
DDD,2014B,2450650,63
DDD,2014B,2451003,76
DDD,2014B,2452902,22
DDD,2014B,2460775,33
DDD,2014B,2465186,12
DDD,2014B,2473025,49
DDD,2014B,2495139,5
DDD,2014B,2502516,68
DDD,2014B,2502707,24
DDD,2014B,2503273,101
DDD,2014B,2516497,3
DDD,2014B,2519622,96
DDD,2014B,2521837,2
DDD,2014B,2523146,3
DDD,2014B,2527077,38
DDD,2014B,2533297,26
DDD,2014B,2533590,3
DDD,2014B,2544678,16
DDD,2014B,2545413,27
DDD,2014B,2550946,22
DDD,2014B,2558463,65
DDD,2014B,2558536,5
DDD,2014B,2577480,11
DDD,2014B,2588215,24
DDD,2014B,2588296,5
DDD,2014B,2588543,32
DDD,2014B,2595457,11
DDD,2014B,2595730,58
DDD,2014B,2608626,53
DDD,2014B,2609908,33
DDD,2014B,2610581,5
DDD,2014B,2611371,38
DDD,2014B,2619496,36
DDD,2014B,2623532,31
DDD,2014B,2631092,1
DDD,2014B,2635116,16
DDD,2014B,2636552,12
DDD,2014B,2637219,109
DDD,2014B,2638464,6
DDD,2014B,2639021,14
DDD,2014B,2643028,52
DDD,2014B,2646737,23
DDD,2014B,2648035,69
DDD,2014B,2659530,66
DDD,2014B,2660408,31
DDD,2014B,2661162,54
DDD,2014B,2668106,51
DDD,2014B,2669736,51
DDD,2014B,2669995,45
DDD,2014B,2675343,18
DDD,2014B,2684847,70
DDD,2014B,2685827,76
DDD,2014B,2686365,6
DDD,2014B,2686865,44
DDD,2014B,2688692,38
DDD,2014B,2689501,36
DDD,2014B,2692101,5
DDD,2014B,2692577,46
DDD,2014B,2692948,17
DDD,2014B,2694886,31
DDD,2014B,2696376,12
DDD,2014B,2698251,36
DDD,2014J,8462,1
DDD,2014J,25572,22
DDD,2014J,27417,8
DDD,2014J,33681,2
DDD,2014J,33796,21
DDD,2014J,34087,10
DDD,2014J,46016,35
DDD,2014J,46812,15
DDD,2014J,51033,33
DDD,2014J,51153,65
DDD,2014J,51955,42
DDD,2014J,53632,2
DDD,2014J,54810,8
DDD,2014J,58731,7
DDD,2014J,63015,34
DDD,2014J,63827,18
DDD,2014J,68417,36
DDD,2014J,71676,47
DDD,2014J,73019,17
DDD,2014J,73664,13
DDD,2014J,75427,47
DDD,2014J,76081,34
DDD,2014J,80329,42
DDD,2014J,80775,34
DDD,2014J,83553,28
DDD,2014J,88439,33
DDD,2014J,91470,58
DDD,2014J,96874,22
DDD,2014J,99075,47
DDD,2014J,99609,11
DDD,2014J,100561,42
DDD,2014J,101279,8
DDD,2014J,102221,29
DDD,2014J,103891,6
DDD,2014J,104772,11
DDD,2014J,106553,29
DDD,2014J,110524,37
DDD,2014J,110640,55
DDD,2014J,111926,44
DDD,2014J,118578,50
DDD,2014J,123053,36
DDD,2014J,123183,84
DDD,2014J,123957,2
DDD,2014J,124728,69
DDD,2014J,125830,62
DDD,2014J,129989,48
DDD,2014J,131152,23
DDD,2014J,131612,51
DDD,2014J,132157,53
DDD,2014J,132511,29
DDD,2014J,133365,62
DDD,2014J,134243,76
DDD,2014J,134920,20
DDD,2014J,135999,19
DDD,2014J,136135,36
DDD,2014J,136793,34
DDD,2014J,138715,4
DDD,2014J,145188,1
DDD,2014J,145578,33
DDD,2014J,146943,57
DDD,2014J,147328,53
DDD,2014J,147715,30
DDD,2014J,148414,64
DDD,2014J,151745,26
DDD,2014J,152320,32
DDD,2014J,153170,51
DDD,2014J,154073,24
DDD,2014J,158575,38
DDD,2014J,160181,98
DDD,2014J,162337,27
DDD,2014J,163996,61
DDD,2014J,167945,42
DDD,2014J,168843,35
DDD,2014J,169894,21
DDD,2014J,172965,33
DDD,2014J,175804,17
DDD,2014J,177781,21
DDD,2014J,184409,65
DDD,2014J,185024,25
DDD,2014J,189143,31
DDD,2014J,190279,95
DDD,2014J,191732,11
DDD,2014J,192375,55
DDD,2014J,202138,32
DDD,2014J,202489,33
DDD,2014J,203149,22
DDD,2014J,204410,88
DDD,2014J,204609,59
DDD,2014J,226895,2
DDD,2014J,231697,3
DDD,2014J,233868,6
DDD,2014J,233873,23
DDD,2014J,234552,97
DDD,2014J,235893,72
DDD,2014J,236017,12
DDD,2014J,240186,31
DDD,2014J,240236,35
DDD,2014J,241066,14
DDD,2014J,241769,20
DDD,2014J,243025,42
DDD,2014J,249359,17
DDD,2014J,253579,25
DDD,2014J,256144,75
DDD,2014J,258538,25
DDD,2014J,260077,37
DDD,2014J,267118,1
DDD,2014J,268143,43
DDD,2014J,269575,67
DDD,2014J,269856,37
DDD,2014J,270502,40
DDD,2014J,275297,57
DDD,2014J,275309,56
DDD,2014J,276935,52
DDD,2014J,279117,36
DDD,2014J,281172,49
DDD,2014J,281252,2
DDD,2014J,281799,6
DDD,2014J,281920,40
DDD,2014J,282498,1
DDD,2014J,284741,13
DDD,2014J,285481,85
DDD,2014J,287897,20
DDD,2014J,287954,37
DDD,2014J,295118,71
DDD,2014J,296138,41
DDD,2014J,298777,35
DDD,2014J,300057,28
DDD,2014J,301036,5
DDD,2014J,303141,100
DDD,2014J,303341,3
DDD,2014J,307116,44
DDD,2014J,309350,73
DDD,2014J,313561,109
DDD,2014J,318919,32
DDD,2014J,319325,1
DDD,2014J,321952,17
DDD,2014J,322137,77
DDD,2014J,323680,74
DDD,2014J,324338,17
DDD,2014J,328241,97
DDD,2014J,331526,1
DDD,2014J,334048,46
DDD,2014J,334581,29
DDD,2014J,334973,56
DDD,2014J,335018,8
DDD,2014J,335922,18
DDD,2014J,336213,35
DDD,2014J,336218,37
DDD,2014J,337048,6
DDD,2014J,337359,17
DDD,2014J,338704,25
DDD,2014J,339853,43
DDD,2014J,340627,14
DDD,2014J,341855,9
DDD,2014J,341921,19
DDD,2014J,348602,1
DDD,2014J,349688,73
DDD,2014J,349910,25
DDD,2014J,351080,50
DDD,2014J,351244,33
DDD,2014J,352954,2
DDD,2014J,353969,30
DDD,2014J,355034,19
DDD,2014J,356561,40
DDD,2014J,359657,38
DDD,2014J,361842,1
DDD,2014J,364307,6
DDD,2014J,365375,22
DDD,2014J,365893,15
DDD,2014J,367309,71
DDD,2014J,368195,38
DDD,2014J,370089,22
DDD,2014J,370100,18
DDD,2014J,370184,17
DDD,2014J,370274,63
