code_module,code_presentation,id_student,gender,highest_education,age_band,num_of_prev_attempts,disability,final_result,date_registration,module_presentation_length,avg_daily_activities,total_days_studied,mean_clicks_per_day,pct_days_studied
DDD,2014B,95356,F,HE Qualification,0-35,1,N,Withdrawn,-29.0,241,2.3157894736842106,19,3.8421052631578947,0.2111111111111111
DDD,2014B,97939,M,A Level or Equivalent,0-35,0,Y,Fail,-17.0,241,4.2727272727272725,11,8.909090909090908,0.12222222222222222
DDD,2014B,99151,M,Lower Than A Level,0-35,0,N,Fail,-44.0,241,6.545454545454546,11,36.09090909090909,0.12222222222222222
DDD,2014B,111959,M,Lower Than A Level,0-35,0,N,Withdrawn,-50.0,241,4.777777777777778,36,11.11111111111111,0.4
DDD,2014B,117281,M,A Level or Equivalent,0-35,0,N,Pass,-155.0,241,6.682926829268292,41,18.0,0.45555555555555555
DDD,2014B,118479,M,A Level or Equivalent,0-35,0,N,Pass,-37.0,241,8.972972972972974,74,31.58108108108108,0.8222222222222222
DDD,2014B,124134,F,HE Qualification,0-35,1,Y,Fail,-59.0,241,5.128571428571429,70,11.142857142857142,0.7777777777777778
DDD,2014B,127580,F,Lower Than A Level,0-35,0,N,Pass,-29.0,241,7.311111111111111,90,20.711111111111112,1.0
DDD,2014B,128348,M,A Level or Equivalent,0-35,0,N,Withdrawn,-26.0,241,5.911764705882353,34,13.735294117647058,0.37777777777777777
DDD,2014B,131695,F,Lower Than A Level,0-35,1,N,Withdrawn,-128.0,241,4.391304347826087,23,9.695652173913043,0.25555555555555554
DDD,2014B,137150,M,Lower Than A Level,0-35,0,Y,Withdrawn,-139.0,241,7.090909090909091,11,13.545454545454545,0.12222222222222222
DDD,2014B,138204,M,A Level or Equivalent,0-35,0,N,Fail,-27.0,241,4.555555555555555,18,10.11111111111111,0.2
DDD,2014B,138416,M,Lower Than A Level,0-35,0,N,Pass,-171.0,241,5.46875,32,11.78125,0.35555555555555557
DDD,2014B,138704,M,A Level or Equivalent,0-35,0,N,Pass,-17.0,241,6.964285714285714,28,21.285714285714285,0.3111111111111111
DDD,2014B,139455,F,Lower Than A Level,0-35,2,N,Fail,-89.0,241,9.571428571428571,7,16.428571428571427,0.07777777777777778
DDD,2014B,141497,M,A Level or Equivalent,35-55,0,N,Fail,-103.0,241,8.772727272727273,22,22.318181818181817,0.24444444444444444
DDD,2014B,145114,F,A Level or Equivalent,0-35,0,N,Pass,-102.0,241,8.69767441860465,43,23.88372093023256,0.4777777777777778
DDD,2014B,145640,M,A Level or Equivalent,0-35,0,N,Distinction,-22.0,241,4.431818181818182,44,9.704545454545455,0.4888888888888889
DDD,2014B,152320,M,A Level or Equivalent,0-35,0,Y,Withdrawn,-118.0,241,8.240506329113924,79,19.379746835443036,0.8777777777777778
DDD,2014B,154697,F,A Level or Equivalent,35-55,4,Y,Withdrawn,-17.0,241,3.875,8,8.875,0.08888888888888889
DDD,2014B,161878,F,HE Qualification,35-55,0,N,Withdrawn,-68.0,241,4.2,5,7.2,0.05555555555555555
DDD,2014B,165178,F,A Level or Equivalent,0-35,1,N,Fail,-72.0,241,4.043478260869565,23,8.26086956521739,0.25555555555555554
DDD,2014B,178258,F,HE Qualification,35-55,0,N,Withdrawn,-50.0,241,6.673076923076923,52,15.057692307692308,0.5777777777777777
DDD,2014B,183331,M,Lower Than A Level,0-35,0,N,Fail,-88.0,241,5.770491803278689,61,15.01639344262295,0.6777777777777778
DDD,2014B,187663,M,HE Qualification,0-35,0,N,Pass,-16.0,241,4.615384615384615,26,13.076923076923077,0.28888888888888886
DDD,2014B,189178,M,A Level or Equivalent,0-35,0,N,Fail,-67.0,241,6.6911764705882355,68,24.779411764705884,0.7555555555555555
DDD,2014B,189442,F,Lower Than A Level,35-55,0,N,Withdrawn,-46.0,241,5.934210526315789,76,16.18421052631579,0.8444444444444444
DDD,2014B,192186,M,A Level or Equivalent,0-35,0,N,Pass,-23.0,241,8.837837837837839,37,16.783783783783782,0.4111111111111111
DDD,2014B,201151,F,A Level or Equivalent,0-35,0,Y,Distinction,-68.0,241,5.26530612244898,49,8.795918367346939,0.5444444444444444
DDD,2014B,226895,M,HE Qualification,35-55,0,N,Withdrawn,-34.0,241,4.428571428571429,49,11.346938775510203,0.5444444444444444
DDD,2014B,227826,M,A Level or Equivalent,0-35,1,N,Withdrawn,-101.0,241,7.095238095238095,21,14.714285714285714,0.23333333333333334
DDD,2014B,228272,F,A Level or Equivalent,0-35,0,N,Pass,-82.0,241,7.655737704918033,61,16.524590163934427,0.6777777777777778
DDD,2014B,228373,F,A Level or Equivalent,0-35,1,N,Fail,-152.0,241,3.7666666666666666,30,11.133333333333333,0.3333333333333333
DDD,2014B,228775,M,Lower Than A Level,0-35,0,N,Fail,-59.0,241,4.892857142857143,56,12.714285714285714,0.6222222222222222
DDD,2014B,229499,M,A Level or Equivalent,0-35,1,N,Fail,-57.0,241,10.0,1,14.0,0.011111111111111112
DDD,2014B,232827,M,HE Qualification,35-55,0,N,Distinction,-36.0,241,6.828571428571428,35,18.457142857142856,0.3888888888888889
DDD,2014B,233868,M,HE Qualification,0-35,0,N,Withdrawn,-23.0,241,6.45,20,17.95,0.2222222222222222
DDD,2014B,239459,F,A Level or Equivalent,35-55,0,N,Pass,-29.0,241,7.148148148148148,81,16.419753086419753,0.9
DDD,2014B,240389,F,HE Qualification,35-55,1,N,Withdrawn,-96.0,241,1.1538461538461537,13,2.769230769230769,0.14444444444444443
DDD,2014B,240486,M,A Level or Equivalent,35-55,0,N,Pass,-144.0,241,6.6923076923076925,78,16.653846153846153,0.8666666666666667
DDD,2014B,240755,M,A Level or Equivalent,0-35,1,N,Distinction,-67.0,241,2.6666666666666665,3,3.3333333333333335,0.03333333333333333
DDD,2014B,242633,F,Lower Than A Level,0-35,0,N,Pass,-4.0,241,5.6875,32,10.875,0.35555555555555557
DDD,2014B,260565,M,A Level or Equivalent,0-35,1,Y,Pass,-46.0,241,3.466666666666667,45,6.8,0.5
DDD,2014B,264723,M,Lower Than A Level,0-35,0,N,Pass,-120.0,241,7.693548387096774,62,24.161290322580644,0.6888888888888889
DDD,2014B,266922,M,Lower Than A Level,0-35,2,N,Pass,-110.0,241,5.064516129032258,31,13.612903225806452,0.34444444444444444
DDD,2014B,268883,M,Post Graduate Qualification,0-35,1,N,Withdrawn,-64.0,241,9.2,10,27.0,0.1111111111111111
DDD,2014B,271974,F,A Level or Equivalent,0-35,0,N,Pass,-67.0,241,4.528301886792453,53,12.566037735849056,0.5888888888888889
DDD,2014B,277166,F,A Level or Equivalent,0-35,1,Y,Pass,-19.0,241,3.9473684210526314,19,10.31578947368421,0.2111111111111111
DDD,2014B,284540,F,Lower Than A Level,0-35,1,N,Fail,-29.0,241,5.388888888888889,18,11.61111111111111,0.2
DDD,2014B,285412,M,Lower Than A Level,0-35,0,N,Pass,-110.0,241,8.610169491525424,59,19.271186440677965,0.6555555555555556
DDD,2014B,286449,F,Lower Than A Level,0-35,6,N,Fail,-34.0,241,4.230769230769231,13,9.692307692307692,0.14444444444444443
DDD,2014B,291005,F,Lower Than A Level,0-35,1,N,Fail,-25.0,241,6.716666666666667,60,15.45,0.6666666666666666
DDD,2014B,299949,M,A Level or Equivalent,0-35,1,N,Withdrawn,-29.0,241,8.18918918918919,37,23.513513513513512,0.4111111111111111
DDD,2014B,300592,M,A Level or Equivalent,0-35,0,N,Pass,-138.0,241,3.6551724137931036,29,8.448275862068966,0.32222222222222224
DDD,2014B,306944,F,A Level or Equivalent,0-35,2,N,Fail,-29.0,241,5.904761904761905,21,19.095238095238095,0.23333333333333334
DDD,2014B,309756,M,No Formal quals,35-55,2,N,Fail,-157.0,241,3.888888888888889,18,10.666666666666666,0.2
DDD,2014B,312761,M,A Level or Equivalent,0-35,0,N,Pass,-24.0,241,5.140350877192983,57,12.543859649122806,0.6333333333333333
DDD,2014B,317801,M,A Level or Equivalent,0-35,3,N,Pass,-61.0,241,8.03076923076923,65,15.338461538461539,0.7222222222222222
DDD,2014B,320593,M,Lower Than A Level,0-35,0,N,Fail,-96.0,241,7.5,2,18.0,0.022222222222222223
DDD,2014B,321810,M,Lower Than A Level,0-35,0,N,Pass,-17.0,241,4.8474576271186445,59,8.966101694915254,0.6555555555555556
DDD,2014B,323659,F,Lower Than A Level,0-35,0,N,Withdrawn,-59.0,241,6.574074074074074,54,15.444444444444445,0.6
DDD,2014B,325044,F,HE Qualification,0-35,0,N,Distinction,-44.0,241,6.911111111111111,45,13.733333333333333,0.5
DDD,2014B,325566,M,A Level or Equivalent,0-35,0,N,Fail,-57.0,241,5.294117647058823,17,12.588235294117647,0.18888888888888888
DDD,2014B,327449,M,Lower Than A Level,0-35,0,N,Fail,-25.0,241,5.903225806451613,31,9.096774193548388,0.34444444444444444
DDD,2014B,328123,M,Lower Than A Level,0-35,1,Y,Fail,-54.0,241,6.25,32,16.625,0.35555555555555557
DDD,2014B,333308,F,A Level or Equivalent,0-35,0,N,Pass,-129.0,241,5.045454545454546,22,10.5,0.24444444444444444
DDD,2014B,339513,F,A Level or Equivalent,0-35,0,N,Pass,-67.0,241,7.296296296296297,27,17.25925925925926,0.3
DDD,2014B,347365,M,A Level or Equivalent,35-55,0,N,Fail,-22.0,241,7.6923076923076925,13,19.0,0.14444444444444443
DDD,2014B,354050,M,A Level or Equivalent,0-35,2,N,Fail,-17.0,241,3.3125,16,6.0,0.17777777777777778
DDD,2014B,354953,M,A Level or Equivalent,35-55,2,N,Withdrawn,-22.0,241,5.5,18,8.555555555555555,0.2
DDD,2014B,355309,M,Lower Than A Level,0-35,0,N,Distinction,-68.0,241,5.722222222222222,18,9.666666666666666,0.2
DDD,2014B,355780,M,HE Qualification,35-55,0,N,Withdrawn,-64.0,241,6.439024390243903,41,14.926829268292684,0.45555555555555555
DDD,2014B,355935,F,A Level or Equivalent,0-35,1,N,Pass,-136.0,241,4.833333333333333,42,9.880952380952381,0.4666666666666667
DDD,2014B,356166,M,Post Graduate Qualification,35-55,0,N,Pass,-25.0,241,5.035087719298246,57,14.771929824561404,0.6333333333333333
DDD,2014B,356297,M,Lower Than A Level,35-55,0,N,Pass,-110.0,241,8.089285714285714,56,18.464285714285715,0.6222222222222222
DDD,2014B,356705,F,HE Qualification,35-55,0,N,Withdrawn,-46.0,241,5.6923076923076925,26,15.615384615384615,0.28888888888888886
DDD,2014B,360759,M,HE Qualification,35-55,0,N,Withdrawn,-61.0,241,8.15625,64,20.625,0.7111111111111111
DDD,2014B,362115,M,A Level or Equivalent,35-55,2,N,Fail,-16.0,241,4.1875,16,10.125,0.17777777777777778
DDD,2014B,363122,M,Lower Than A Level,0-35,0,N,Pass,-29.0,241,4.384615384615385,13,7.0,0.14444444444444443
DDD,2014B,365397,F,Lower Than A Level,0-35,0,N,Fail,-64.0,241,5.071428571428571,28,14.607142857142858,0.3111111111111111
DDD,2014B,365764,M,A Level or Equivalent,0-35,0,N,Fail,-130.0,241,6.7272727272727275,11,14.818181818181818,0.12222222222222222
DDD,2014B,367127,F,A Level or Equivalent,0-35,0,N,Pass,-138.0,241,4.126984126984127,63,8.619047619047619,0.7
DDD,2014B,367646,F,A Level or Equivalent,0-35,0,N,Distinction,-22.0,241,3.1549295774647885,71,6.267605633802817,0.7888888888888889
DDD,2014B,370865,M,HE Qualification,35-55,0,N,Pass,-16.0,241,5.833333333333333,18,15.444444444444445,0.2
DDD,2014B,373790,M,Lower Than A Level,0-35,0,N,Withdrawn,-61.0,241,3.2142857142857144,14,4.428571428571429,0.15555555555555556
DDD,2014B,374645,F,A Level or Equivalent,35-55,0,N,Pass,-24.0,241,3.676470588235294,34,6.0588235294117645,0.37777777777777777
DDD,2014B,375856,M,A Level or Equivalent,0-35,0,N,Pass,-29.0,241,5.3023255813953485,43,11.511627906976743,0.4777777777777778
DDD,2014B,376280,F,A Level or Equivalent,35-55,1,N,Fail,-118.0,241,7.5,2,20.0,0.022222222222222223
DDD,2014B,378728,M,A Level or Equivalent,0-35,0,N,Pass,-66.0,241,7.03921568627451,51,14.176470588235293,0.5666666666666667
DDD,2014B,379330,F,HE Qualification,35-55,1,N,Withdrawn,-164.0,241,9.591836734693878,49,23.306122448979593,0.5444444444444444
DDD,2014B,380681,M,HE Qualification,0-35,0,N,Withdrawn,-138.0,241,6.28,25,13.72,0.2777777777777778
DDD,2014B,382051,F,A Level or Equivalent,0-35,2,N,Pass,-44.0,241,5.884615384615385,26,13.192307692307692,0.28888888888888886
DDD,2014B,384372,F,Lower Than A Level,35-55,2,Y,Fail,-24.0,241,5.333333333333333,42,17.857142857142858,0.4666666666666667
DDD,2014B,385927,M,A Level or Equivalent,0-35,0,N,Pass,-43.0,241,6.625,16,13.875,0.17777777777777778
DDD,2014B,386140,F,Lower Than A Level,35-55,0,N,Withdrawn,-24.0,241,5.36,25,15.32,0.2777777777777778
DDD,2014B,386671,M,Lower Than A Level,0-35,0,N,Distinction,-108.0,241,5.028169014084507,71,20.225352112676056,0.7888888888888889
DDD,2014B,387289,M,Lower Than A Level,0-35,2,N,Fail,-75.0,241,4.32,25,11.88,0.2777777777777778
DDD,2014B,387963,M,HE Qualification,0-35,0,N,Distinction,-45.0,241,9.1,30,30.033333333333335,0.3333333333333333
DDD,2014B,390026,M,Lower Than A Level,0-35,0,N,Pass,-72.0,241,6.125,72,13.48611111111111,0.8
DDD,2014B,391611,F,A Level or Equivalent,0-35,3,N,Fail,-25.0,241,9.0,18,17.5,0.2
DDD,2014B,391924,F,A Level or Equivalent,0-35,0,N,Pass,-93.0,241,5.235294117647059,68,19.36764705882353,0.7555555555555555
DDD,2014B,393094,M,Lower Than A Level,0-35,1,N,Withdrawn,-4.0,241,7.5,32,17.5,0.35555555555555557
DDD,2014B,394020,M,Lower Than A Level,0-35,2,N,Fail,-20.0,241,7.0,1,8.0,0.011111111111111112
DDD,2014B,395288,F,Lower Than A Level,0-35,1,N,Fail,-155.0,241,2.4545454545454546,11,5.090909090909091,0.12222222222222222
DDD,2014B,397429,M,A Level or Equivalent,0-35,0,N,Fail,-75.0,241,5.0588235294117645,17,9.529411764705882,0.18888888888888888
DDD,2014B,398529,M,Lower Than A Level,0-35,1,N,Fail,4.0,241,1.0,1,1.0,0.011111111111111112
DDD,2014B,399203,F,HE Qualification,35-55,2,N,Withdrawn,-24.0,241,8.015625,64,17.921875,0.7111111111111111
DDD,2014B,400599,M,HE Qualification,35-55,0,N,Withdrawn,-17.0,241,7.1395348837209305,43,21.813953488372093,0.4777777777777778
DDD,2014B,402314,F,HE Qualification,0-35,1,N,Distinction,-25.0,241,5.483870967741935,62,14.096774193548388,0.6888888888888889
DDD,2014B,402575,F,A Level or Equivalent,0-35,0,N,Withdrawn,-108.0,241,5.630434782608695,46,10.173913043478262,0.5111111111111111
DDD,2014B,407115,M,A Level or Equivalent,0-35,3,N,Fail,-80.0,241,4.428571428571429,7,7.857142857142857,0.07777777777777778
DDD,2014B,407303,M,A Level or Equivalent,0-35,0,N,Pass,-17.0,241,7.529411764705882,17,25.235294117647058,0.18888888888888888
DDD,2014B,409284,F,No Formal quals,35-55,0,N,Withdrawn,-54.0,241,4.333333333333333,3,11.0,0.03333333333333333
DDD,2014B,410816,M,A Level or Equivalent,0-35,0,Y,Withdrawn,-22.0,241,9.9,20,20.55,0.2222222222222222
DDD,2014B,411060,F,Lower Than A Level,0-35,0,N,Pass,-64.0,241,7.535714285714286,56,18.660714285714285,0.6222222222222222
DDD,2014B,412600,M,A Level or Equivalent,0-35,1,N,Fail,-139.0,241,3.764705882352941,17,7.764705882352941,0.18888888888888888
DDD,2014B,412663,M,A Level or Equivalent,0-35,0,N,Pass,-52.0,241,4.823529411764706,51,11.470588235294118,0.5666666666666667
DDD,2014B,415151,M,Lower Than A Level,0-35,2,Y,Fail,-17.0,241,4.419354838709677,31,8.064516129032258,0.34444444444444444
DDD,2014B,415695,F,A Level or Equivalent,0-35,1,N,Fail,-22.0,241,4.15,20,14.15,0.2222222222222222
DDD,2014B,416008,M,Lower Than A Level,0-35,1,N,Pass,-24.0,241,5.2727272727272725,22,11.363636363636363,0.24444444444444444
DDD,2014B,418453,F,A Level or Equivalent,0-35,1,N,Pass,-10.0,241,5.277777777777778,72,12.555555555555555,0.8
DDD,2014B,418781,M,Lower Than A Level,0-35,2,N,Pass,-12.0,241,3.5294117647058822,51,8.96078431372549,0.5666666666666667
DDD,2014B,424880,F,A Level or Equivalent,35-55,1,N,Pass,-200.0,241,4.206896551724138,58,9.172413793103448,0.6444444444444445
DDD,2014B,426297,F,Lower Than A Level,0-35,0,N,Distinction,-64.0,241,7.102564102564102,39,17.923076923076923,0.43333333333333335
DDD,2014B,428769,M,A Level or Equivalent,0-35,1,N,Fail,-12.0,241,6.333333333333333,9,19.666666666666668,0.1
DDD,2014B,430678,M,A Level or Equivalent,0-35,1,N,Pass,-25.0,241,3.418181818181818,55,6.418181818181818,0.6111111111111112
DDD,2014B,431136,M,A Level or Equivalent,0-35,1,N,Withdrawn,-17.0,241,4.888888888888889,18,19.38888888888889,0.2
DDD,2014B,431406,F,A Level or Equivalent,0-35,0,N,Distinction,-110.0,241,5.38,50,11.66,0.5555555555555556
DDD,2014B,434841,M,A Level or Equivalent,0-35,0,N,Fail,-12.0,241,4.571428571428571,7,13.714285714285714,0.07777777777777778
DDD,2014B,440103,M,Lower Than A Level,0-35,0,N,Pass,-104.0,241,4.346938775510204,49,10.081632653061224,0.5444444444444444
DDD,2014B,440331,F,A Level or Equivalent,0-35,1,N,Pass,-29.0,241,6.465116279069767,43,14.255813953488373,0.4777777777777778
DDD,2014B,440798,M,Lower Than A Level,0-35,1,N,Fail,-199.0,241,6.6,20,17.7,0.2222222222222222
DDD,2014B,441213,M,A Level or Equivalent,0-35,1,N,Pass,-8.0,241,5.285714285714286,28,12.357142857142858,0.3111111111111111
DDD,2014B,442393,F,A Level or Equivalent,0-35,0,Y,Fail,-66.0,241,3.65625,32,10.8125,0.35555555555555557
DDD,2014B,442873,F,Lower Than A Level,35-55,0,N,Pass,-100.0,241,4.808219178082192,73,11.04109589041096,0.8111111111111111
DDD,2014B,443861,M,Lower Than A Level,0-35,0,N,Pass,-12.0,241,4.5344827586206895,58,11.793103448275861,0.6444444444444445
DDD,2014B,445145,M,A Level or Equivalent,0-35,0,N,Fail,-86.0,241,4.777777777777778,45,10.8,0.5
DDD,2014B,445857,F,A Level or Equivalent,0-35,0,N,Pass,-93.0,241,8.289156626506024,83,18.97590361445783,0.9222222222222223
DDD,2014B,447162,M,A Level or Equivalent,0-35,0,N,Pass,-46.0,241,5.217391304347826,69,10.46376811594203,0.7666666666666667
DDD,2014B,464592,M,Lower Than A Level,0-35,1,N,Fail,-22.0,241,19.0,1,81.0,0.011111111111111112
DDD,2014B,464685,F,A Level or Equivalent,0-35,1,N,Pass,-36.0,241,5.122448979591836,49,15.73469387755102,0.5444444444444444
DDD,2014B,464748,F,HE Qualification,0-35,0,N,Withdrawn,-157.0,241,3.5789473684210527,19,9.105263157894736,0.2111111111111111
DDD,2014B,464887,M,Lower Than A Level,0-35,0,N,Withdrawn,-54.0,241,5.2631578947368425,19,12.789473684210526,0.2111111111111111
DDD,2014B,465413,F,Lower Than A Level,35-55,0,N,Pass,-52.0,241,5.611111111111111,90,14.733333333333333,1.0
DDD,2014B,466714,M,A Level or Equivalent,0-35,2,Y,Withdrawn,-62.0,241,3.5555555555555554,18,8.222222222222221,0.2
DDD,2014B,467230,M,A Level or Equivalent,0-35,1,N,Distinction,-64.0,241,4.962962962962963,27,7.407407407407407,0.3
DDD,2014B,469425,M,HE Qualification,0-35,0,N,Fail,-22.0,241,5.0,25,12.08,0.2777777777777778
DDD,2014B,469614,M,Lower Than A Level,0-35,0,N,Pass,-59.0,241,5.413793103448276,58,11.189655172413794,0.6444444444444445
DDD,2014B,470733,M,A Level or Equivalent,0-35,0,N,Fail,-72.0,241,4.666666666666667,36,10.63888888888889,0.4
DDD,2014B,471476,F,A Level or Equivalent,35-55,1,N,Fail,-29.0,241,7.647058823529412,34,24.235294117647058,0.37777777777777777
DDD,2014B,471669,M,Lower Than A Level,0-35,1,N,Fail,-22.0,241,5.75,12,17.166666666666668,0.13333333333333333
DDD,2014B,472257,M,A Level or Equivalent,0-35,1,N,Pass,-108.0,241,3.65,40,6.775,0.4444444444444444
DDD,2014B,472284,M,Lower Than A Level,0-35,0,N,Distinction,-25.0,241,6.4186046511627906,43,15.348837209302326,0.4777777777777778
DDD,2014B,472651,M,HE Qualification,35-55,0,N,Distinction,-113.0,241,6.369230769230769,65,18.153846153846153,0.7222222222222222
DDD,2014B,473265,F,Lower Than A Level,35-55,0,N,Withdrawn,-24.0,241,4.413793103448276,29,11.551724137931034,0.32222222222222224
DDD,2014B,474153,M,Lower Than A Level,0-35,3,N,Fail,-22.0,241,4.579710144927536,69,11.028985507246377,0.7666666666666667
DDD,2014B,474451,M,Lower Than A Level,0-35,1,Y,Fail,-17.0,241,4.26530612244898,49,9.46938775510204,0.5444444444444444
DDD,2014B,477063,M,Lower Than A Level,0-35,3,N,Fail,-25.0,241,1.1,10,2.1,0.1111111111111111
DDD,2014B,477180,F,Lower Than A Level,0-35,2,N,Fail,-53.0,241,1.6666666666666667,3,2.6666666666666665,0.03333333333333333
DDD,2014B,479649,M,A Level or Equivalent,0-35,0,N,Pass,-45.0,241,5.8,10,13.1,0.1111111111111111
DDD,2014B,480956,M,HE Qualification,35-55,0,N,Pass,-47.0,241,8.151515151515152,33,16.78787878787879,0.36666666666666664
DDD,2014B,481863,F,A Level or Equivalent,0-35,1,N,Pass,-40.0,241,3.71875,32,10.25,0.35555555555555557
DDD,2014B,484130,F,A Level or Equivalent,0-35,0,N,Withdrawn,-22.0,241,4.833333333333333,18,15.555555555555555,0.2
DDD,2014B,484213,F,A Level or Equivalent,0-35,0,N,Pass,-17.0,241,5.157894736842105,19,11.473684210526315,0.2111111111111111
DDD,2014B,484762,F,A Level or Equivalent,35-55,2,Y,Pass,-95.0,241,7.576923076923077,26,22.153846153846153,0.28888888888888886
DDD,2014B,485219,M,A Level or Equivalent,0-35,1,N,Fail,-57.0,241,2.9444444444444446,18,8.333333333333334,0.2
DDD,2014B,486022,M,A Level or Equivalent,0-35,0,N,Pass,-22.0,241,4.4655172413793105,58,12.793103448275861,0.6444444444444445
DDD,2014B,488550,F,HE Qualification,0-35,1,N,Withdrawn,-17.0,241,2.3846153846153846,13,3.769230769230769,0.14444444444444443
DDD,2014B,489507,F,A Level or Equivalent,0-35,0,N,Pass,-207.0,241,4.333333333333333,24,9.125,0.26666666666666666
DDD,2014B,490164,F,Lower Than A Level,0-35,1,Y,Fail,5.0,241,4.4,5,7.6,0.05555555555555555
DDD,2014B,491036,F,A Level or Equivalent,0-35,2,N,Pass,-67.0,241,3.2333333333333334,30,9.4,0.3333333333333333
DDD,2014B,492095,M,Lower Than A Level,0-35,0,N,Pass,-85.0,241,4.9393939393939394,33,9.727272727272727,0.36666666666666664
DDD,2014B,492537,M,Lower Than A Level,0-35,1,Y,Pass,-69.0,241,4.117647058823529,17,9.588235294117647,0.18888888888888888
DDD,2014B,493296,F,Lower Than A Level,0-35,2,N,Fail,-29.0,241,4.888888888888889,27,16.14814814814815,0.3
DDD,2014B,493434,M,Lower Than A Level,35-55,0,N,Withdrawn,-69.0,241,6.258064516129032,31,13.64516129032258,0.34444444444444444
DDD,2014B,494329,M,Lower Than A Level,0-35,0,N,Withdrawn,-107.0,241,5.333333333333333,30,14.466666666666667,0.3333333333333333
DDD,2014B,496085,F,Lower Than A Level,0-35,0,N,Fail,-104.0,241,5.071428571428571,14,8.857142857142858,0.15555555555555556
DDD,2014B,498363,F,Lower Than A Level,0-35,2,Y,Pass,-8.0,241,3.9130434782608696,23,9.0,0.25555555555555554
DDD,2014B,498582,M,A Level or Equivalent,0-35,0,N,Withdrawn,-68.0,241,4.944444444444445,36,9.61111111111111,0.4
DDD,2014B,498793,M,Lower Than A Level,35-55,1,Y,Withdrawn,-43.0,241,6.946428571428571,56,11.982142857142858,0.6222222222222222
DDD,2014B,498905,F,A Level or Equivalent,0-35,0,N,Withdrawn,-22.0,241,6.314285714285714,35,21.142857142857142,0.3888888888888889
DDD,2014B,498980,M,Lower Than A Level,0-35,0,Y,Fail,-65.0,241,4.866666666666666,15,10.066666666666666,0.16666666666666666
DDD,2014B,501123,F,A Level or Equivalent,0-35,0,N,Withdrawn,-11.0,241,3.3,10,5.9,0.1111111111111111
DDD,2014B,501487,M,A Level or Equivalent,0-35,0,N,Distinction,-78.0,241,6.043478260869565,46,14.717391304347826,0.5111111111111111
DDD,2014B,501723,F,A Level or Equivalent,0-35,2,N,Withdrawn,-17.0,241,3.0,12,8.25,0.13333333333333333
DDD,2014B,502004,M,A Level or Equivalent,35-55,0,N,Pass,-25.0,241,4.622222222222222,45,12.6,0.5
DDD,2014B,502057,F,Lower Than A Level,35-55,1,N,Pass,-68.0,241,7.1923076923076925,78,14.85897435897436,0.8666666666666667
DDD,2014B,502161,M,A Level or Equivalent,0-35,1,Y,Fail,-92.0,241,4.705882352941177,17,9.705882352941176,0.18888888888888888
DDD,2014B,502207,M,A Level or Equivalent,0-35,2,N,Fail,-4.0,241,3.380952380952381,21,7.476190476190476,0.23333333333333334
DDD,2014B,505561,F,Lower Than A Level,0-35,1,Y,Fail,-29.0,241,5.0,61,9.229508196721312,0.6777777777777778
DDD,2014B,505815,M,A Level or Equivalent,0-35,0,Y,Pass,-60.0,241,6.5,22,16.045454545454547,0.24444444444444444
DDD,2014B,505854,M,A Level or Equivalent,0-35,0,N,Withdrawn,-68.0,241,4.511627906976744,43,8.906976744186046,0.4777777777777778
DDD,2014B,507812,F,Lower Than A Level,0-35,0,N,Withdrawn,-134.0,241,5.2,10,13.6,0.1111111111111111
DDD,2014B,508594,M,A Level or Equivalent,0-35,0,N,Withdrawn,-24.0,241,4.344262295081967,61,9.311475409836065,0.6777777777777778
DDD,2014B,508872,M,Lower Than A Level,0-35,0,N,Withdrawn,-25.0,241,3.6153846153846154,13,5.076923076923077,0.14444444444444443
DDD,2014B,513415,M,A Level or Equivalent,0-35,1,Y,Withdrawn,-150.0,241,5.875,8,12.125,0.08888888888888889
DDD,2014B,513687,M,Lower Than A Level,35-55,2,N,Pass,-138.0,241,4.814285714285714,70,16.5,0.7777777777777778
DDD,2014B,513957,M,A Level or Equivalent,0-35,1,N,Pass,-163.0,241,3.466666666666667,15,7.866666666666666,0.16666666666666666
DDD,2014B,515161,F,No Formal quals,0-35,0,N,Fail,-36.0,241,6.0,6,9.833333333333334,0.06666666666666667
DDD,2014B,515331,M,Lower Than A Level,35-55,2,N,Fail,-24.0,241,6.642857142857143,14,18.071428571428573,0.15555555555555556
DDD,2014B,516318,M,Lower Than A Level,0-35,1,N,Fail,-93.0,241,4.8,5,13.0,0.05555555555555555
DDD,2014B,517864,M,A Level or Equivalent,0-35,1,N,Pass,-68.0,241,4.839285714285714,56,9.732142857142858,0.6222222222222222
DDD,2014B,520349,M,Lower Than A Level,0-35,1,N,Withdrawn,-34.0,241,3.1538461538461537,26,5.6923076923076925,0.28888888888888886
DDD,2014B,520962,F,A Level or Equivalent,35-55,1,N,Pass,-24.0,241,5.566666666666666,60,18.233333333333334,0.6666666666666666
DDD,2014B,522129,M,A Level or Equivalent,35-55,1,N,Withdrawn,-85.0,241,5.375,8,14.625,0.08888888888888889
DDD,2014B,522205,M,A Level or Equivalent,0-35,2,N,Fail,-89.0,241,5.5,26,11.5,0.28888888888888886
DDD,2014B,522363,F,HE Qualification,35-55,1,N,Withdrawn,-22.0,241,3.814814814814815,27,15.185185185185185,0.3
DDD,2014B,522840,F,Lower Than A Level,0-35,0,N,Pass,-5.0,241,5.366666666666666,30,13.933333333333334,0.3333333333333333
